# #k[h/Mpc],pk, z=0, plik 2018 paramters (table 1, column 1, Om=0.3158, H0=67.32, etc)
1.299999999999999920e-05 5.814554426269732801e+01
1.304730693365612618e-05 5.834993810010240622e+01
1.309478601700239961e-05 5.855505045833917421e+01
1.314243787649066873e-05 5.876088386012892784e+01
1.319026314085243137e-05 5.896744083702787975e+01
1.323826244110713482e-05 5.917472392945773407e+01
1.328643641057050730e-05 5.938273568673687919e+01
1.333478568486290630e-05 5.959147866711118979e+01
1.338331090191771095e-05 5.980095543778448075e+01
1.343201270198973821e-05 6.001116857495131285e+01
1.348089172766367924e-05 6.022212066382709139e+01
1.352994862386260367e-05 6.043381429867960719e+01
1.357918403785643835e-05 6.064625208286144442e+01
1.362859861927053260e-05 6.085943662884086791e+01
1.367819302009420812e-05 6.107337055823416705e+01
1.372796789468938350e-05 6.128805650183696940e+01
1.377792389979918853e-05 6.150349709965626488e+01
1.382806169455664799e-05 6.171969500094407124e+01
1.387838194049335529e-05 6.193665286422694294e+01
1.392888530154822566e-05 6.215437335734069535e+01
1.397957244407623587e-05 6.237285915746198839e+01
1.403044403685722829e-05 6.259211295114074147e+01
1.408150075110473696e-05 6.281213743433269059e+01
1.413274326047482722e-05 6.303293531243322434e+01
1.418417224107500992e-05 6.325450930074482869e+01
1.423578837147313015e-05 6.347686212586435772e+01
1.428759233270635765e-05 6.369999652441261873e+01
1.433958480829013319e-05 6.392391524262092872e+01
1.439176648422722503e-05 6.414862103636288282e+01
1.444413804901674475e-05 6.437411667118851710e+01
1.449670019366326640e-05 6.460040492235930287e+01
1.454945361168591009e-05 6.482748857488076055e+01
1.460239899912751871e-05 6.505537042353751076e+01
1.465553705456382797e-05 6.528405327292814775e+01
1.470886847911268377e-05 6.551353993749772542e+01
1.476239397644330535e-05 6.574383324157422237e+01
1.481611425278555015e-05 6.597493601940220742e+01
1.487003001693925151e-05 6.620685111517791199e+01
1.492414198028355296e-05 6.643958138308460093e+01
1.497845085678631367e-05 6.667312968732635170e+01
1.503295736301350882e-05 6.690749890216426365e+01
1.508766221813869607e-05 6.714269191195144515e+01
1.514256614395250738e-05 6.737871161116861174e+01
1.519766986487215609e-05 6.761556090445989753e+01
1.525297410795102032e-05 6.785324270666636437e+01
1.530847960288820930e-05 6.809175994286481171e+01
1.536418708203820938e-05 6.833111554840233737e+01
1.542009728042053688e-05 6.857131246893105470e+01
1.547621093572944668e-05 6.881235366044697344e+01
1.553252878834366136e-05 6.905424208932383578e+01
1.558905158133612890e-05 6.929698073235067568e+01
1.564578006048383143e-05 6.954057257706442385e+01
1.570271497427765139e-05 6.978502062448193044e+01
1.575985707393220731e-05 7.003032788792825158e+01
1.581720711339578781e-05 7.027649739138183804e+01
1.587476584936029576e-05 7.052353216949319403e+01
1.593253404127123652e-05 7.077143526762111492e+01
1.599051245133772644e-05 7.102020974187138336e+01
1.604870184454256239e-05 7.126985865913377438e+01
1.610710298865231167e-05 7.152038509712215841e+01
1.616571665422743230e-05 7.177179214441126476e+01
1.622454361463245438e-05 7.202408290047532091e+01
1.628358464604616820e-05 7.227726047572768664e+01
1.634284052747189369e-05 7.253132799155881116e+01
1.640231204074772269e-05 7.278628858037484406e+01
1.646199997055685618e-05 7.304214538563726933e+01
1.652190510443795165e-05 7.329890156190249684e+01
1.658202823279552798e-05 7.355656027485949267e+01
1.664237014891036372e-05 7.381512470137113269e+01
1.670293164894999342e-05 7.407459802951269978e+01
1.676371353197919737e-05 7.433498345861187317e+01
1.682471659997055555e-05 7.459628419928924359e+01
1.688594165781501192e-05 7.485850347349685308e+01
1.694738951333250968e-05 7.512164451455953440e+01
1.700906097728264359e-05 7.538571056721460195e+01
1.707095686337535971e-05 7.565070488765344692e+01
1.713307798828168896e-05 7.591663074356046081e+01
1.719542517164452481e-05 7.618349141415535541e+01
1.725799923608943478e-05 7.645129019011089611e+01
1.732080100723552618e-05 7.672003036950205512e+01
1.738383131370631186e-05 7.698971525678987859e+01
1.744709098714068436e-05 7.726034816767794666e+01
1.751058086220383926e-05 7.753193242947145336e+01
1.757430177659834080e-05 7.780447138111290428e+01
1.763825457107512994e-05 7.807796837322786132e+01
1.770244008944464758e-05 7.835242676816294249e+01
1.776685917858794762e-05 7.862784994002672079e+01
1.783151268846788464e-05 7.890424127473144722e+01
1.789640147214032511e-05 7.918160417003365126e+01
1.796152638576539612e-05 7.945994203557577862e+01
1.802688828861879146e-05 7.973925829292615219e+01
1.809248804310310840e-05 8.001955637562321044e+01
1.815832651475921141e-05 8.030083972921360669e+01
1.822440457227767055e-05 8.058311181129792544e+01
1.829072308751022010e-05 8.086637609156916540e+01
1.835728293548125111e-05 8.115063605185723361e+01
1.842408499439937171e-05 8.143589518616934697e+01
1.849113014566897419e-05 8.172215700073422795e+01
1.855841927390189695e-05 8.200942501404341556e+01
1.862595326692905256e-05 8.229770275689398318e+01
1.869373301581218460e-05 8.258699377243222273e+01
1.876175941485559733e-05 8.287730161619543878e+01
1.883003336161796339e-05 8.316862985615568959e+01
